user,source,exact,comment,tags
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"appellant had provided an alibi in his defence statement,",,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,attacked the shopkeeper,"1 individual male victim, stranger","['VicSex', 'VicNum', 'VictimType', 'VicJobOffence', 'OffVicRelation']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,Eyewitness and police evidence was largely agreed. The prosecution relied on the following circumstantial and expert evidence,,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"In his police interview he denied being involved in the robbery, but was unable to provide details of where he was at time",Denied offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,against his conviction on count 3,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,"A co-defendant, Matthew Baines,",1 individual male co-defendant,"['Co-defendants/co-accused', 'CoDefAccNum']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,single count of robbery (count 3 on the indictment).,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,5 years' imprisonment.,,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,jury,,['Jurytrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,Crown Court at Warwick,,"['ConvCourtName', 'ConvCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1851,DANIEL  GLEN  HAY,1 individual male offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,met a young woman,Stranger,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"psychological evidence. The defence called a consultant psychologist, Miss Jennifer Cutler, who carried out an assessment of the appellant and found him to have Asperger's Syndrome.",,"['DefEvidTypeTrial', 'OffMentalOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,Both the appellant and L had been drinking heavily.,,"['OffIntoxOffence', 'VicIntoxOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,no recollection of events,Denied memory of offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,the jury did indeed deliberate free from any pressure of time.,,['ReasonDismiss']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,This appeal is dismissed.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"And so my direction is this: if in the time available, which will be a little over two hours, if in that time, you are able, conscientiously to reach verdicts on the evidence, then obviously you will be able to reach verdicts. If within that time you cannot reach verdicts, obviously there is no more available time and so what I would be left to do is to discharge you from giving verdicts so the case can be retried on a later date, do you follow me?",,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"In addition to the factual evidence of witnesses who were present in the early hours of 4 March, at trial there was also expert evidence to assist the jury.","Eye-witness testimony, expert evidence",['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,appellant's flat.,,['OffHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,student at Hull University.,,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,"the appellant, then aged 19 years and 11 months",,['OffAgeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,against conviction essentially on the ground that the jury was put under undue pressure of time to reach its verdict.,,"['AppealAgainst', 'AppealGround']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,April 2009,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,Count 1 was sexual assault by penetration contrary to section 2 of the Sexual Offences Act 2003 and count 2 was false imprisonment.,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,York Crown Court,,"['ConvCourtName', 'ConvCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,L.,1 individual female victim,"['VicNum', 'VictimType', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,jury,,['Jurytrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/712,PAVLOS GEORGIOU KAZANTZIS,Individual male offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,At interview he initially denied the offences.,Offender (initially) denied offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,under the age of 21:,18-21,['OffAgeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"He had burgled people's houses, stolen and damaged their cars and attacked those who had tried to stop him",3 victims in total,['VicNum']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,hitting the officer in the face,Victim3: 1 individual male police officer,"['VictimType', 'VicJobOffence', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,A postman saw the appellant behaving oddly. The vehicle was found,Eye-witness testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,A postman saw the appellant behaving oddly.,Eye-witness testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"appellant was only 18 years of age at the time; that he had never received a custodial sentence before; that he had pleaded guilty at the first opportunity; and that, although he has previous convictions, his record was by no means serious.",,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"principle of totality,",,"['Sentence', 'SentGuideWhich']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"""spree"" of serious offending",,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,complete disregard of the law in relation to driving. He had the previous conviction,,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,his time on remand,,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,In a pre-sentence report,,['PreSentReport']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,appellant is 19 years of age.,,['OffAgeConvSen']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,work entailed being mainly in the outbuilding,Employed,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,son of a friend of hers.,Victim1: acquainted,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,his mother's handbag £20,Victim2: relative,"['VicNum', 'VictimType', 'VicSex', 'OffVicRelation']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"Lynne O'Connell,","Victim 1: individual female

","['VictimType', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,her house,Victim 1:Fixed address,['VicHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,"The total sentence, therefore, was one of 18 months' imprisonment (sic).","Offence1: four months imprisonment Offence2&3: two months imprisonment. concurrent on each, but consecutive to the other sentences. Offence4&5: no seperate penalites save for an endorsement of licence. Offence6, 7, 8 & 9: sentences of six months' imprisonment (sic) concurrent inter se, but consecutive to the other sentences. Offence10 & 11: six months' imprisonment (sic) concurrent inter se, but otherwise consecutive. Offence12&13: endorsement of licence","['Sentence', 'SentServe', 'ConvictOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,pleaded guilty in the magistrates' court on the occasion of his first appearance.,,"['Confess/Plead', 'PleaPoint']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,serious errors which led to the unlawful sentences,,['ReasonSentExcess']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,disqualified from driving,,"['Ancillary', 'WhatAncillary']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,The appeal is allowed to the extent that we have indicated.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,appeal against sentence,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,sentence of imprisonment was unlawful and was plainly an error for a sentence of detention in a young offender institution since the applicant was under the age of 21,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,13 offences,"1 - domestic burglary
2 - theft
3 - taking without consent
4 - driving without insurance
5 - driving without licence
6 - burglary
7 - burglary
8 - taking without consent
9 - attempted burglary
10 - aggravated taking without consent
11 - assault with intent to resist arrest
12 & 13 - driving without insurance",['Sentence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,domestic burglary.,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,Crown Court at Guildford,,"['SentCourtName', 'SentCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/553,JAMES  IAN  McNEILL,1 individual male offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,Crown Court at Liverpool,,"['SentCourtName', 'SentCourtType', 'ConvCourtName', 'ConvCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"denied the assault in the house, saying he had driven straight home from the pub.",Offender denies part offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"On the other hand, there was substantial mitigation, strongly relied upon by Mr Mills. First, his early plea of guilty. Second, his real remorse. Third, that no permanent injury appears to have been occasioned to the victim. Fourth, that the offender is of effective previous good character.",,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"The following aggravating features are identified with the commission of this offence. First, the offender deliberately armed himself with a weapon. Secondly, he entered the victim's house at night as a trespasser, and third, he assaulted him whilst he was asleep.",,['AggFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"double jeopardy,",,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"considerable mitigation in this case, not least the offender's early plea of guilty.",,['MitFactSent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,He has a daughter aged 13,,['OffDependsOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,needed help with motivation to find employment.,Unemployed,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,the offender as living alone in a flat rented from the local authority,,['OffHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"pre-sentence report in which the author said that the use of a weapon and the premeditation involved were both aggravating factors, as indeed they were. But he nevertheless identified the offender as having a low risk of reoffending",Low risk of reoffending,"['AggFactSent', 'PreSentReport', 'PreSentReportNew']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,offender was 36 at the time,,['OffAgeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,The head wound was closed under local anaesthetic with six stitches.,Victim testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,he got home,Fixed address,['VicHomeOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"Mr Chris Walls, and his partner, Louise Gallagher",2 individual victims 1 male 1 female,"['VicRelsOffence', 'VicNum', 'VictimType', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,the offender seemed quite drunk,,['OffIntoxOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,him,,['OffSex']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,we think that the sentence that ought now to be imposed is one of 3 years' imprisonment. We accordingly make that order.,Allowed,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"The offender, whom they both knew,",Acquainted,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,this sentence does not reflect the gravity of the offence.,,"['AppealGround', 'ReasonSentLenient']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,"8 months' imprisonment, suspended for 18 months, with a suspension period of 18 months",,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,Following preparation of a pre-sentence report,,['PreSentReport']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,wounding with intent contrary to section 18 of the Offences Against the Person Act 1861.,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,on the ground that it is unduly lenient.,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1530,REFERENCE BY THE ATTORNEY GENERAL,,['Appellent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,Crown Court at Liverpool,,"['ConvCourtName', 'ConvCourtType', 'SentCourtType', 'SentCourtName']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"The judge did, of course, give a general direction on the burden and standard of proof at a different point",,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,came in and sat by him.,Unacquainted / stranger,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,had a pint of lager in another public house,,['VicIntoxOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,he had had one pint of lager,,['OffIntoxOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"the case for the appellant was damaged by the errors to which we have referred and we do not feel able to say that the conviction is nevertheless, in all the circumstances, safe.",Legal/trial judge errors,['ReasonQuashConv']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,We are told that he is presently on home detention curfew and has been for some weeks.,Tagged/ home bail,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"Accordingly, we shall allow the appeal and quash the conviction.",,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,jury,,['Jurytrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,concern about the way in which the evidence of the previous convictions was adduced remains as a ground of appeal.,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"Another witness, Ryan McCarron, was called on behalf of the defence.",Eye-witness testimony,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,independent witness,Eye-witness testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,"had acted in self-defence. Moreover, it was the defence case that there had been no kick to the head",Offender acted in self defence & denied part of offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,The prosecution case was of a wholly unprovoked attack.,Victim testimony,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,struck the complainant,1 individual male victim,"['VicNum', 'VictimType', 'VicSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,now appeals against conviction,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,15 months' imprisonment.,,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,inflicting grievous bodily harm pursuant to section 20 of the Offences Against the Person Act 1861.,,['ConvictOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,9th September 2005,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/694,ZANE ROY AINSCOUGH,Male offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,In due course,After first appearance,['PleaPoint']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,Crown Court at Teeside,,"['ConvCourtName', 'ConvCourtType', 'SentCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,order made under section 39 of the Children and Young Persons Act 1933.,,"['SentencingGuideline', 'SentGuideWhich']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,“any order restricting the publication of any report of the whole or any part of a trial on indictment or any such ancillary proceedings”.,,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,Solicitors acting for media interests wrote to the Recorder complaining about the wording of the order under section 39.,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,It is common ground that the wording of the order went beyond that which is permissible under section 39. The leading authority is ex parte Godwin [1992] 1 QB 190.,Wording of the order,['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,On 12 October 2004 the Recorder of Middlesborough made an order under section 39 of the Children and Young Persons Act 1933.,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,"we allow this appeal, quash the order made by the Recorder and substitute a new section 39 order in conventional terms.",,"['ReasonQuashConv', 'AppealOutcome']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,S and his wife,,['OffRelsOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,daughter,relative,['OffVicRelation']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,11 year-old daughter,1 individual female ,"['VictimType', 'VicNum', 'VicSex', 'VicAgeOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,He was initially sentenced to 12 years’ imprisonment but the sentence was reduced on review to eight years’ imprisonment.,Sentence for L,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,He was sentenced to a total of 14 years’ imprisonment on that day but on 4 March 2005 the Recorder reviewed the sentence and reduced it to one of 10 years.,Sentence for S,"['Sentence', 'SentServe']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,L pleaded guilty to eight Counts relating to offences contrary to section 1 of the Protection of Children Act. He too pleaded not guilty to conspiracy to rape but was convicted of it on 18 February 2005.,L pleaded guilty to eight of ten counts,['Confess/Plead']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,S pleaded guilty to nine Counts relating to offences contrary to section 1 of the Protection of Children Act 1978. He pleaded not guilty to the conspiracy but was convicted of it on 18 February 2005.,S pleaded guilty to nine of ten counts,['Confess/Plead']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,18 February 2005.,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,S took such photographs of his 11 year-old daughter,Had children,['OffDependsOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,"two men, S and L, were being prosecuted for offences contrary to section 1 of the Protection of Children Act 1978 and for conspiracy to rape.",2 individual male offenders,"['OffSex', 'ConvictOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1983,"TEESIDE CROWN COURT– ex parte GAZETTE MEDIA COMPANY LTD AND OTHERS
            
              Appellant",,['Appellent']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,"it would be appropriate to make an order that the appellants pay the costs of the prosecution today in the sum of £1,250 which will be divided equally between the two appellants.",Compensation orders,"['Ancillary', 'WhatAncillary']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,both of these appellants have been on bail at some stage and accordingly they must be returned to custody to complete their sentences.,Remanded into custody,['RemandDecision']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,The appellants traded together under the name Bionic Records.,Trading,['OffJobOffence']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,"we do not consider that there is anything in the argument that the evidence of Mr Vernells should not have been admitted, or that the way in which it was given could in any way render the convictions of these two appellants unsafe.",,['ReasonDismiss']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,we dismiss these appeals.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,"The evidence was that of a Mr Vernells. He gave factual evidence in relation to the discs which were seized, but he also gave expert evidence to this extent.","Expert report/testimony, eye-witness testimony",['ProsEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,"the appellants' own evidence was essentially to the effect that they were aware that bootleg recordings were not recordings which were likely to have been recordings approved by the holders of the trade marks, and, indeed, were recordings capable of being sold at an enhanced price, one can only surmise, for that very reason.",Offender denies offence,['DefEvidTypeTrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,The jury decided that it was not made out and it was in those circumstances they convicted.,Unanimous,['JuryDecisionType']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,second general ground of appeal relates to a discrete issue relating to evidence,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,form of the indictment.,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,"The jury were then directed that they should consider whether or not the defence under section 92(5) had been established, namely, as the judge put it, that the defendants believed on reasonable grounds that the use of the sign in the manner in which it was used was not an infringement of the registered trade mark. It was in the light of those directions that the jury convicted",,['JuryInstruct']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,seven day trial,,['Jurytrial']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,MARK WAKEFIELD AND MARK ANDREW PURSEGLOVE,2 individual male offenders,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,appeal against conviction with leave of the single judge.,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,six counts of unauthorised use of trade marks contrary to sections 92(1) and 104(1) of the Trade Marks Act 1994 and were sentenced to four months' imprisonment on each count concurrently.,,"['Sentence', 'SentServe', 'ConvictOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,Crown Court at Reading,,"['ConvCourtName', 'ConvCourtType', 'SentCourtName', 'SentCourtType']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2278,On 6th June 2003,,['ConvictPleaDate']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,16 January 2020 in the Crown Court at Chelmsford,,"['SentCourtType', 'SentCourtName']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,The only issue raised concerns the application of the credit period for the purposes of section 240A of the Criminal Justice Act 2003 in respect of 150 days spent on qualifying curfew.,,['AppealGround']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,RHYS MORAR,Offender,"['Appellent', 'OffSex']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,"concurrent sentences of equal length being imposed on two counts of being concerned in the supply of class A drugs, contrary to section 4(3)(b) of the Misuse of Drugs Act 1971.",,"['SentServe', 'ConvictOffence']"
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,extension of time of 670 days for leave to appeal sentence,,['AppealAgainst']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,To this extent the appeal will be allowed and the sentence amended accordingly.,,['AppealOutcome']
acct:CharisBechan1@hypothes.is,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/83,earlier guilty pleas,Date not specified,['Confess/Plead']
