publicationYear,citation,uri,row_id
2024,[2024] EWCA Crim 286,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/286,142
2003,[2003] EWCA Crim 3110,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3110,3248
2004,[2004] EWCA Crim 2848,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2848,4547
2005,[2005] EWCA Crim 1796,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1796,4461
2006,[2006] EWCA Crim 2757,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2757,3243
2007,[2007] EWCA Crim 123,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/123,3108
2008,[2008] EWCA Crim 1027,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1027,4577
2009,[2009] EWCA Crim 702,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/702,4600
2010,[2010] EWCA Crim 2335,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2335,4057
2011,[2011] EWCA Crim 1142,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1142,4408
2012,[2012] EWCA Crim 2214,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/2214,2552
2013,[2013] EWCA Crim 644,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/644,3546
2014,[2014] EWCA Crim 54,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/54,1868
2015,[2015] EWCA Crim 1501,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1501,4249
2016,[2016] EWCA Crim 2217,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/2217,3537
2017,[2017] EWCA Crim 34,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/34,2304
2018,[2018] EWCA Crim 1531_2,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1531,5644
2019,[2019] EWCA Crim 1282,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1282,137
2020,[2020] EWCA Crim 301,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/301,2478
2021,[2021] EWCA Crim 1563,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1563,2398
2022,[2022] EWCA Crim 1487,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1487,544
2023,[2023] EWCA Crim 1016,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1016,3175
2024,[2024] EWCA Crim 484,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/484,3993
2003,[2003] EWCA Crim 3213,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3213,4304
2004,[2004] EWCA Crim 1607,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1607,993
2005,[2005] EWCA Crim 3245,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/3245,856
2006,[2006] EWCA Crim 1946,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1946,3683
2007,[2007] EWCA Crim 1389,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1389,3457
2008,[2008] EWCA Crim 2212,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2212,5476
2009,[2009] EWCA Crim 2220,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2220,5364
2010,[2010] EWCA Crim 2000,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2000,3681
2011,[2011] EWCA Crim 871,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/871,4854
2012,[2012] EWCA Crim 2434,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/2434,4868
2013,[2013] EWCA Crim 1175,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1175,2604
2014,[2014] EWCA Crim 734,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/734,4008
2015,[2015] EWCA Crim 1630,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1630,1312
2016,[2016] EWCA Crim 447,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/447,4343
2017,[2017] EWCA Crim 1778,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1778,2856
2018,[2018] EWCA Crim 1101,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1101,3383
2019,[2019] EWCA Crim 2093,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2093,2723
2020,[2020] EWCA Crim 140,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/140,4477
2021,[2021] EWCA Crim 25,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/25,5215
2022,[2022] EWCA Crim 853,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/853,2871
2023,[2023] EWCA Crim 35,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/35,2610
2024,[2024] EWCA Crim 499,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/499,1642
2003,[2003] EWCA Crim 1020,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/1020,941
2004,[2004] EWCA Crim 1754,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1754,5428
2005,[2005] EWCA Crim 653,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/653,3075
2006,[2006] EWCA Crim 400,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/400,1003
2007,[2007] EWCA Crim 2140,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2140,1179
2008,[2008] EWCA Crim 474,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/474,2533
2009,[2009] EWCA Crim 1533,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1533,2816
2010,[2010] EWCA Crim 700,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/700,1168
2011,[2011] EWCA Crim 3237,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/3237,4871
2012,[2012] EWCA Crim 1508,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1508,5995
2013,[2013] EWCA Crim 85,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/85,2872
2014,[2014] EWCA Crim 227,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/227,3450
2015,[2015] EWCA Crim 383,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/383,4392
2016,[2016] EWCA Crim 1234,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1234,1356
2017,[2017] EWCA Crim 457,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/457,4699
2018,[2018] EWCA Crim 2485,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2485,4296
2019,[2019] EWCA Crim 598,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/598,4257
2020,[2020] EWCA Crim 893,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/893,5284
2021,[2021] EWCA Crim 568,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/568,5901
2022,[2022] EWCA Crim 1074,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1074,260
2023,[2023] EWCA Crim 1195,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1195,2335
2024,[2024] EWCA Crim 76,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/76,3863
2003,[2003] EWCA Crim 236,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/236,5951
2004,[2004] EWCA Crim 1834,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1834,5575
2005,[2005] EWCA Crim 971,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/971,739
2006,[2006] EWCA Crim 2341,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2341,1018
2007,[2007] EWCA Crim 1846,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1846,1181
2008,[2008] EWCA Crim 2372,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2372,2136
2009,[2009] EWCA Crim 2347,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2347,2430
2010,[2010] EWCA Crim 357,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/357,3158
2011,[2011] EWCA Crim 2029,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2029,1969
2012,[2012] EWCA Crim 1185,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1185,2395
2013,[2013] EWCA Crim 991,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/991,955
2014,[2014] EWCA Crim 1480,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1480,1000
2015,[2015] EWCA Crim 2364,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/2364,4578
2016,[2016] EWCA Crim 2017,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/2017,3583
2017,[2017] EWCA Crim 2314,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/2314,4402
2018,[2018] EWCA Crim 2248,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2248,105
2019,[2019] EWCA Crim 1281,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1281,3172
2020,[2020] EWCA Crim 1748,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1748,1817
2021,[2021] EWCA Crim 523,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/523,2215
2022,[2022] EWCA Crim 410,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/410,4629
2023,[2023] EWCA Crim 1408,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1408,3263
2024,[2024] EWCA Crim 471,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/471,4054
2003,[2003] EWCA Crim 3309,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3309,2959
2004,[2004] EWCA Crim 2521,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2521,4791
2005,[2005] EWCA Crim 396,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/396,2417
2006,[2006] EWCA Crim 1040,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1040,4055
2007,[2007] EWCA Crim 1357,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1357,3930
2008,[2008] EWCA Crim 2022,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2022,2292
2009,[2009] EWCA Crim 602,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/602,2625
2010,[2010] EWCA Crim 2439,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2439,1902
2011,[2011] EWCA Crim 1197,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1197,3316
2012,[2012] EWCA Crim 1,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1,3855
2013,[2013] EWCA Crim 2367,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2367,2911
2014,[2014] EWCA Crim 567,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/567,1949
2015,[2015] EWCA Crim 349,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/349,5225
2016,[2016] EWCA Crim 1588,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1588,1677
2017,[2017] EWCA Crim 482,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/482,4852
2018,[2018] EWCA Crim 2550,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2550,1377
2019,[2019] EWCA Crim 1585,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1585,1160
2020,[2020] EWCA Crim 607,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/607,4342
2021,[2021] EWCA Crim 738,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/738,3771
2022,[2022] EWCA Crim 1470,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1470,2244
2023,[2023] EWCA Crim 421,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/421,549
2024,[2024] EWCA Crim 370,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/370,5277
2003,[2003] EWCA Crim 419,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/419,5893
2004,[2004] EWCA Crim 2723,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2723,1703
2005,[2005] EWCA Crim 3429,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/3429,93
2006,[2006] EWCA Crim 285,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/285,4434
2007,[2007] EWCA Crim 1873,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1873,4191
2008,[2008] EWCA Crim 585,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/585,6131
2009,[2009] EWCA Crim 1871,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1871,6078
2010,[2010] EWCA Crim 244,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/244,1441
2011,[2011] EWCA Crim 2126,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2126,1620
2012,[2012] EWCA Crim 1336,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1336,1385
2013,[2013] EWCA Crim 2313,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2313,4687
2014,[2014] EWCA Crim 1924,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1924,1357
2015,[2015] EWCA Crim 1250,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1250,1147
2016,[2016] EWCA Crim 1844,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1844,1824
2017,[2017] EWCA Crim 597,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/597,1068
2018,[2018] EWCA Crim 328,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/328,2865
2019,[2019] EWCA Crim 17,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/17,2264
2020,[2020] EWCA Crim 971,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/971,1324
2021,[2021] EWCA Crim 268,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/268,1528
2022,[2022] EWCA Crim 248,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/248,2511
2023,[2023] EWCA Crim 205,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/205,4194
2024,[2024] EWCA Crim 20,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/20,1347
2003,[2003] EWCA Crim 636,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/636,3819
2004,[2004] EWCA Crim 1025,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1025,3352
2005,[2005] EWCA Crim 1986,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1986,5642
2006,[2006] EWCA Crim 2325,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2325,1781
2007,[2007] EWCA Crim 3052,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3052,1674
2008,[2008] EWCA Crim 703,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/703,3351
2009,[2009] EWCA Crim 1861,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1861,3480
2010,[2010] EWCA Crim 206,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/206,34
2011,[2011] EWCA Crim 74,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/74,3773
2012,[2012] EWCA Crim 1761,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1761,75
2013,[2013] EWCA Crim 1993,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1993,2695
2014,[2014] EWCA Crim 339,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/339,4639
2015,[2015] EWCA Crim 1308,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1308,2870
2016,[2016] EWCA Crim 745,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/745,866
2017,[2017] EWCA Crim 317,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/317,588
2018,[2018] EWCA Crim 1068,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1068,5391
2019,[2019] EWCA Crim 813,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/813,1664
2020,[2020] EWCA Crim 650,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/650,758
2021,[2021] EWCA Crim 438,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/438,320
2022,[2022] EWCA Crim 897,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/897,6048
2023,[2023] EWCA Crim 200,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/200,3056
2024,[2024] EWCA Crim 399,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/399,4527
2003,[2003] EWCA Crim 3486,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/3486,5005
2004,[2004] EWCA Crim 3014,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/3014,2636
2005,[2005] EWCA Crim 346,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/346,5930
2006,[2006] EWCA Crim 1721,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1721,1676
2007,[2007] EWCA Crim 3312,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3312,1517
2008,[2008] EWCA Crim 971,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/971,5789
2009,[2009] EWCA Crim 2878,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2878,5891
2010,[2010] EWCA Crim 829,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/829,2375
2011,[2011] EWCA Crim 2854,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2854,1896
2012,[2012] EWCA Crim 434,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/434,1805
2013,[2013] EWCA Crim 1394,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1394,4579
2014,[2014] EWCA Crim 2290,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/2290,3183
2015,[2015] EWCA Crim 659,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/659,1108
2016,[2016] EWCA Crim 608,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/608,2896
2017,[2017] EWCA Crim 1134,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1134,1542
2018,[2018] EWCA Crim 2458,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2458,5790
2019,[2019] EWCA Crim 1151,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1151,4083
2020,[2020] EWCA Crim 1801,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1801,1707
2021,[2021] EWCA Crim 572,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/572,1688
2022,[2022] EWCA Crim 1817,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1817,4845
2023,[2023] EWCA Crim 241,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/241,4022
2024,[2024] EWCA Crim 256,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/256,1101
2003,[2003] EWCA Crim 1824,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/1824,1975
2004,[2004] EWCA Crim 669,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/669,4998
2005,[2005] EWCA Crim 2252,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2252,5617
2006,[2006] EWCA Crim 2722,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2722,5050
2007,[2007] EWCA Crim 3432,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3432,4807
2008,[2008] EWCA Crim 5,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/5,2669
2009,[2009] EWCA Crim 2555,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2555,2954
2010,[2010] EWCA Crim 1949,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1949,5692
2011,[2011] EWCA Crim 299,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/299,4283
2012,[2012] EWCA Crim 1457,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/1457,1882
2013,[2013] EWCA Crim 987,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/987,1476
2014,[2014] EWCA Crim 963,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/963,1124
2015,[2015] EWCA Crim 1582,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/1582,1587
2016,[2016] EWCA Crim 1541,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1541,5355
2017,[2017] EWCA Crim 648,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/648,5678
2018,[2018] EWCA Crim 1064,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1064,4071
2019,[2019] EWCA Crim 499,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/499,150
2020,[2020] EWCA Crim 407,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/407,5406
2021,[2021] EWCA Crim 1922,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/1922,1767
2022,[2022] EWCA Crim 1475,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1475,4131
2023,[2023] EWCA Crim 1538,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1538,4367
2024,[2024] EWCA Crim 200,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/200,1956
2003,[2003] EWCA Crim 2405,https://caselaw.nationalarchives.gov.uk/ewca/crim/2003/2405,5679
2004,[2004] EWCA Crim 1981,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1981,2780
2005,[2005] EWCA Crim 1269,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1269,658
2006,[2006] EWCA Crim 1719,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1719,1721
2007,[2007] EWCA Crim 2413,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2413,1612
2008,[2008] EWCA Crim 2159,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2159,1744
2009,[2009] EWCA Crim 669,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/669,1834
2010,[2010] EWCA Crim 1450,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1450,5128
2011,[2011] EWCA Crim 2587,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2587,5625
2012,[2012] EWCA Crim 994,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/994,5230
2013,[2013] EWCA Crim 2636,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2636,4737
2014,[2014] EWCA Crim 1244,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1244,3588
2015,[2015] EWCA Crim 166,https://caselaw.nationalarchives.gov.uk/ewca/crim/2015/166,2629
2016,[2016] EWCA Crim 850,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/850,1159
2017,[2017] EWCA Crim 2209,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/2209,721
2018,[2018] EWCA Crim 2445,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2445,433
2019,[2019] EWCA Crim 130,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/130,1573
2020,[2020] EWCA Crim 1540,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1540,918
2021,[2021] EWCA Crim 242,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/242,5508
2022,[2022] EWCA Crim 288,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/288,4012
2023,[2023] EWCA Crim 1543,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1543,114
2024,[2024] EWCA Crim 414,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/414,2754
2004,[2004] EWCA Crim 1795,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1795,1113
2005,[2005] EWCA Crim 1828,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1828,1874
2006,[2006] EWCA Crim 3028,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/3028,5700
2007,[2007] EWCA Crim 2445,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2445,5704
2008,[2008] EWCA Crim 2310,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2310,6073
2009,[2009] EWCA Crim 319,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/319,6024
2010,[2010] EWCA Crim 1023,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1023,5445
2011,[2011] EWCA Crim 2871,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2871,4982
2012,[2012] EWCA Crim 2750,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/2750,4106
2013,[2013] EWCA Crim 2356,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2356,4774
2014,[2014] EWCA Crim 299,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/299,2305
2016,[2016] EWCA Crim 1712,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1712,4545
2017,[2017] EWCA Crim 207,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/207,3084
2018,[2018] EWCA Crim 1075,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1075,2578
2019,[2019] EWCA Crim 878,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/878,3054
2020,[2020] EWCA Crim 1579,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1579,2245
2021,[2021] EWCA Crim 927,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/927,4210
2022,[2022] EWCA Crim 1065,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1065,2929
2023,[2023] EWCA Crim 815,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/815,2704
2024,[2024] EWCA Crim 304,https://caselaw.nationalarchives.gov.uk/ewca/crim/2024/304,5830
2004,[2004] EWCA Crim 526,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/526,2376
2005,[2005] EWCA Crim 3115,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/3115,4050
2006,[2006] EWCA Crim 27,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/27,4974
2007,[2007] EWCA Crim 2748,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2748,4601
2008,[2008] EWCA Crim 2498,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2498,59
2009,[2009] EWCA Crim 380,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/380,83
2010,[2010] EWCA Crim 756,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/756,2719
2011,[2011] EWCA Crim 524,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/524,2000
2012,[2012] EWCA Crim 67,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/67,4590
2013,[2013] EWCA Crim 2230,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2230,5191
2014,[2014] EWCA Crim 2907,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/2907,2740
2016,[2016] EWCA Crim 1543,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/1543,1920
2017,[2017] EWCA Crim 1277,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1277,4875
2018,[2018] EWCA Crim 835,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/835,3166
2019,[2019] EWCA Crim 2280,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2280,5616
2020,[2020] EWCA Crim 799,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/799,4403
2021,[2021] EWCA Crim 208,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/208,4725
2022,[2022] EWCA Crim 774,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/774,3916
2023,[2023] EWCA Crim 1252,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1252,3340
2004,[2004] EWCA Crim 2724,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2724,6107
2005,[2005] EWCA Crim 703,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/703,5992
2006,[2006] EWCA Crim 510,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/510,3639
